Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
batch,150,2894,2737,3345,3382,4016,2680,8047,0.000%,17.16051,5.66,2.63
TOTAL,150,2894,2737,3345,3382,4016,2680,8047,0.000%,17.16051,5.66,2.63
