Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
batch,300,22598,2851,60393,60410,60421,2686,60431,11.333%,4.88448,1.59,0.75
TOTAL,300,22598,2851,60393,60410,60421,2686,60431,11.333%,4.88448,1.59,0.75
